id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,inspection_notice_url,notes
9d7c19e6-b5b1-4247-94e0-0e983a98f59b,ART,RopeGuide 2010 Link 150cm,ppe,Friction Savers,"Aluminium, Polyester/Dyneema rope",EN 795 B,,10,,24 kN,,,,,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-RopeGuide-2010.pdf,https://climb-art.de/en/products/ropeguide-2010/,,Textile parts must be replaced after 5 years to achieve maximum service life of metal parts,
9373b3d3-ba0a-4e4e-8915-b74054b2a87d,ART,RopeGuide 2010 Link 300cm,ppe,Friction Savers,"Aluminium, Polyester/Dyneema rope",EN 795 B,,10,,24 kN,,,,,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-RopeGuide-2010.pdf,https://climb-art.de/en/products/ropeguide-2010/,,Textile parts must be replaced after 5 years to achieve maximum service life of metal parts,
41035fdf-f443-44f9-8e2a-5856d24856c5,ART,RopeGuide 2010 rope sling 150cm,ppe,Friction Savers,Polyester/Dyneema,,,5,,,,,,,,,,https://climb-art.de/en/replacement-parts/,,,
155c9de8-80ac-4241-b36e-0984fcf61c57,ART,RopeGuide 2010 rope sling 300cm,ppe,Friction Savers,Polyester/Dyneema,,,5,,,,,,,,,,https://climb-art.de/en/replacement-parts/,,,
854f07c4-7b63-4679-bfa3-c9b59a49ba54,ART,RopeGuide TwinLine,ppe,Friction Savers,Aluminium / Polyester rope,"EN 795 B, CEN/TS 16415:2013, EN 355",,10,,18 kN,,,10,12,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-RopeGuide-TwinLine.pdf,https://climb-art.de/en/products/ropeguide-twinline/,,Textile parts must be replaced after 5 years to achieve maximum service life of metal parts,
d4ed1592-5117-4707-8486-7249806e4dfa,ART,SnakeAnchor 250 cm,ppe,Anchor Devices,Polyester rope (8 mm parallel sewn),,,5,,,4 kN,,,,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-SnakeAnchor.pdf,https://climb-art.de/en/products/snakeanchor/,,,
af4fd5d3-148a-41ba-9273-d17abed21e62,ART,SnakeAnchor 500 cm,ppe,Anchor Devices,Polyester rope (8 mm parallel sewn),,,5,,,4 kN,,,,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-SnakeAnchor.pdf,https://climb-art.de/en/products/snakeanchor/,,,
4455a4f9-d36b-4258-b1ab-a23985e7850e,ART,SnakeTail,ppe,Anchor Devices,Dyneema / Polyester rope (8 mm),"EN 795 B, EN 354",,5,,25 kN,4 kN,,,,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-SnakeTail.pdf,https://climb-art.de/en/products/snaketail/,,,
d270c5e0-4317-4029-afc6-214eb8a136bb,ART,SpiderJack 2.1,ppe,Ascenders & Descenders,Aluminium / Dyneema,EN 358,,7,,25 kN,,,11,13,,,https://climb-art.de/shared-assets/manuals/Manual-SpiderJack-2.pdf,https://climb-art.de/en/products/spiderjack-2-1/,,Textile parts must be replaced after 5 years to achieve maximum service life of metal parts,
902097b2-9552-4cb2-8f7e-22e1b4afbbad,ART,SpiderJack 3,ppe,Ascenders & Descenders,"Stainless steel, Aluminium",CE EN 358,,10,,22 kN,200 kg,,11,14,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-SpiderJack-3.pdf,https://climb-art.de/en/products/spiderjack-3/,,FLAG: max_user_weight_kg conflicting in our old sources (100 vs 200) - please verify on product page,
bde5fd01-e731-4afb-b020-36611a771cdd,ART,SpliceAnchor 125cm,ppe,Friction Savers,Polyester/Dyneema,,,5,,,,,12,12,,,,https://climb-art.de/en/replacement-parts/,,,
ddfad6dc-5f26-4bdb-b311-b5a615859d31,ART,SpliceAnchor 250cm,ppe,Friction Savers,Polyester/Dyneema,,,5,,,,,12,12,,,,https://climb-art.de/en/replacement-parts/,,,
20e501a3-dae0-44d8-a2b9-36dc38055a97,ART,SpliceAnchor 450cm,ppe,Friction Savers,Polyester/Dyneema,,,5,,,,,12,12,,,,https://climb-art.de/en/replacement-parts/,,,
b4502195-5998-4498-91da-6d080bd3793d,ART,Trapeze 5,no_ppe,Anchor Devices,"Aluminium, Stainless steel",,,,,,,,,,,,,https://climb-art.de/en/products/trapeze-5/,,,
df347703-9842-4e33-bc17-4acf01fc70e5,ART,TurnBase,ppe,Pulleys,Aluminium,EN 12278,,10,,24 kN,,,,14,,,https://climb-art.de/wp-content/uploads/2020/10/Manual-TurnBase.pdf,https://climb-art.de/en/products/turnbase/,,,
22032801-18a5-46a8-bd7a-93f32b36a63f,ART,ZipAbsorber 1,ppe,Friction Savers,Textile / Plastic,CE EN 355,,5,,,,,,,,,,https://climb-art.de/en/replacement-parts/,,,
1a48a1a7-7e89-4959-b9d3-c6dd94704f57,ASAT,RD2 Rescue Descender/PCP,ppe,Descenders,Aluminium / Stainless steel,EN 12841:2006-C,RD2,999,999,,150 kg (200 kg rescue),,10.5,11,,,https://atheightuk.com/wp-content/uploads/2022/05/RD2-instruction-manual-EN.pdf,https://atheightuk.com/product/rd2-rescue-descender-pcp/,,,
ddac1ab3-4f44-42ba-8f9d-d430b0e6d6cc,At Height,Beam Trolley CT100.2,rigging,Rigging & Anchors,,,CT100.2,,,,,,,,,,,,,,
1a51a164-b54a-4ec1-8116-c1d3808082d6,At Height,Blocker Rope Grab,ppe,Rope Grabs,,EN 353-2 / EN 358,BRG01,,,,,,10.5,13,,,,,,,
da8ef2ac-d2ee-42b0-a643-dce7a44b3c22,At Height,Drill Winch DW2,no_ppe,Powered Winch - NOT PPE,,Machinery Directive 2006/42/EC,DW2,,,,200 kg (with 11 mm rope),,8,11,,,,https://atheightuk.com/product/drill-winch/,,,
e49236d0-e768-4645-8fc9-b140fb2731ec,At Height,Drill Winch DW3 (Pro),no_ppe,Powered Winch - NOT PPE,,Machinery Directive 2006/42/EC,DW3,,,,200 kg,,10.5,11,,,,https://atheightuk.com/product/drill-winch/,,,
c3e9f3a7-5c8f-4234-86e8-3a8848caa155,At Height,K01 Mini Accessory Karabiner - screwgate,no_ppe,Karabiner,Aluminium,,K01SG,,,8 kN,,,,,,,,,,,
993c16bf-404f-4ac4-b60a-af629c02dbf7,At Height,K01 Mini Accessory Karabiner - straight gate,no_ppe,Karabiner,Aluminium,,K01SA,,,8 kN,,,,,,,,,,,
6cac8cf1-e041-4945-b11b-f4cc59955e7e,At Height,K10 Steel Oval Karabiner - double action,ppe,Karabiner,Steel,EN 362:2004/B,K10DA,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/steel-karabiner-screwgate-2/,,,
bb5c8e4b-5713-4729-836f-d0b299cad835,At Height,K10 Steel Oval Karabiner - screwgate,ppe,Karabiner,Steel,EN 362:2004/B,K10SG,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/steel-karabiner-screwgate-2/,,,
628d59ce-35d1-4a8d-ab83-cdf776f53f4d,At Height,K10 Steel Oval Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,K10TA,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/steel-karabiner-screwgate-2/,,,
6ff0c0af-911c-4a6d-91ec-a35b0f015396,At Height,K15 Aluminium Oval Karabiner - double action,ppe,Karabiner,Aluminium,EN 362:2004/B,K15DA,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,,
3de96c76-7dea-43fd-a47b-fb596b7fc705,At Height,K15 Aluminium Oval Karabiner - screwgate,ppe,Karabiner,Aluminium,EN 362:2004/B,K15SG,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,,
a7f31e03-8b4e-43b9-8fd6-39f220f6fbf7,At Height,K15 Aluminium Oval Karabiner - triple action,ppe,Karabiner,Aluminium,EN 362:2004/B,K15TA,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,,
b7872654-cc7e-4581-b36c-f699cb7ba4b4,At Height,K20 Steel Offset Oval Karabiner - double action,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",K20DA,999,999,36 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,,
093caa35-c653-46a8-a46f-4b18c36aa8a8,At Height,K20 Steel Offset Oval Karabiner - screwgate,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",K20SG,999,999,36 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,,
09c63486-99a9-477e-8b13-e13d19a7bb89,At Height,K20 Steel Offset Oval Karabiner - triple action,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",K20TA,999,999,36 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,,
fee72559-59cc-4537-ae54-b78616085973,At Height,K25 CurlyWirly Twisted Aluminium Karabiner - screwgate,ppe,Karabiner,Aluminium,EN 362:2004/B,K25SG,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k25-curlywirly-twisted-aluminium-karabiner/,,,
5dda72e4-348e-4e46-903e-9b916440ddf1,At Height,K25 CurlyWirly Twisted Aluminium Karabiner - triple action,ppe,Karabiner,Aluminium,EN 362:2004/B,K25TA,999,999,25 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k25-curlywirly-twisted-aluminium-karabiner/,,,
89d6cd7d-5566-45e6-b4b8-7c4e6c7f0971,At Height,K30 Steel Modified HMS Karabiner - screwgate,ppe,Karabiner,Steel,EN 362:2004/B,K30SG,999,999,50 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,,
d8961820-eb92-4891-be76-1169b0a5b600,At Height,K30 Steel Modified HMS Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,K30TA,999,999,50 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,,
1c742511-64a1-4054-866d-741eb87b3a26,At Height,K50 Steel Large D Karabiner - double action,ppe,Karabiner,Steel,EN 362:2004/B,K50DA,999,999,65 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,,
ceb8eda1-080e-4508-95f5-52c8355c604e,At Height,K50 Steel Large D Karabiner - screwgate,ppe,Karabiner,Steel,EN 362:2004/B,K50SG,999,999,65 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,,
070ae564-7b31-4ef6-abe1-8fc8a1b1158d,At Height,K50 Steel Large D Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,K50TA,999,999,65 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,,
a762479b-691c-4992-917d-5ae98a08b5dd,At Height,PulleyOne P36,ppe,Pulleys,Aluminium,EN 12278:2007,P36,,,36 kN,,,,11.5,,,,https://atheightuk.com/product/pulleyone/,,,
81585166-72f2-4eab-9512-b0962e8f0003,At Height,PulleyOne P36B - premium bearing,ppe,Pulleys,Aluminium,EN 12278:2007,P36B,,,36 kN,,,,11.5,,,,https://atheightuk.com/product/pulleyone/,,,
d64fb842-1458-4fb1-9d94-7f83a8d70358,At Height,Rope Grab 9-13mm - bolted axle,ppe,Rope Grabs,,EN 567,RG20,,,,,,9,13,,,,https://atheightuk.com/product/rope-grabs/,,,
ce2e3a00-b7e5-404e-b7c3-08b7f23efa59,At Height,Rope Grab 9-13mm - removable axle,ppe,Rope Grabs,,EN 567,RG21,,,,,,9,13,,,,https://atheightuk.com/product/rope-grabs/,,,
9e7c36b5-78e4-4217-b023-f8f7c43a57d3,At Height,The Choker K30 Steel Modified HMS Karabiner - triple action - Green,ppe,Karabiner,Steel,EN 362:2004/B,K30TA-PC01,999,999,50 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,,
bca9cdc2-261d-46e9-8da3-12f56ebdf59d,At Height,The Choker K30 Steel Modified HMS Karabiner - triple action - Red,ppe,Karabiner,Steel,EN 362:2004/B,K30TA-PC02,999,999,50 kN,,,,,,,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,,
b184f974-6a1b-4c3f-87bd-3a568f13d9a6,At Height,Wire Anchor Sling 0.5 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG050,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
bce04dec-5fcf-4792-9b12-7b64e2d4855a,At Height,Wire Anchor Sling 1 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG100,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
18123092-619c-42e4-ac69-e4926ba34de4,At Height,"Wire Anchor Sling 1 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,WASS100T,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
8a2b7860-878d-4fca-b849-18be3d99d413,At Height,Wire Anchor Sling 1.5 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG150,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
3ffdf330-b506-464e-ba16-9d75953675a2,At Height,"Wire Anchor Sling 1.5 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,WASS150T,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
0fe97040-ba44-42f0-a2ae-e5c2d1f9b447,At Height,Wire Anchor Sling 2 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG200,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
1462c16e-c976-43c7-bb8a-b58d5b5bf2ba,At Height,"Wire Anchor Sling 2 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,WASS200T,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
6da7c5a7-5d12-4ce7-a234-8413a9798445,At Height,Wire Anchor Sling 3 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG300,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
00f37d25-de30-487f-a0dc-0c9a90b0f087,At Height,Wire Anchor Sling 4 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,WASG400,,,,,,,,,,,https://atheightuk.com/product/wire-anchor-sling/,,,
8998c587-ed16-44e9-856e-edd2b110ec44,At Height,Work Seat WS01,no_ppe,Work Seat - NOT PPE,,,WS01,,,,,,,,,,,,,,
d2f821d0-eb60-411d-9f15-c734a068f958,BASHLIN,Aluminium Climbers - 140D Leather Pads,no_ppe,tree climbing spurs,aluminium shank,,BI-BD14-1,,,,,,,,,,,https://www.fletcherstewart.com/aluminium-climbers-fitted-with-150v-pads-232.html,,,
5e4441f1-7bb1-461d-b0c3-0ee603b917be,BASHLIN,Aluminium Climbers - 150V Velcro Pads,no_ppe,tree climbing spurs,aluminium shank,,BI-BD14-2,,,,,,,,,,,https://www.fletcherstewart.com/aluminium-climbers-fitted-with-150v-pads.html,,,
40dbb90b-3158-48d3-894e-8167938097a1,BASHLIN,Twisted Steel Shank Climbers - 140D Leather Pads,no_ppe,tree climbing spurs,twisted steel shank,,,,,,,,,,,,,https://www.fletcherstewart.com/twisted-steel-shank-climbers-fitted-with-140d-pads.html,,,
f83c283c-ffd3-41a9-8068-48fa2374d241,BASHLIN,Twisted Steel Shank Climbers - 150V Velcro Pads,no_ppe,tree climbing spurs,twisted steel shank,,,,,,,,,,,,,https://www.fletcherstewart.com/twisted-steel-shank-climbers-fitted-with-150v-pads.html,,,
e2caa5dc-9188-4dd7-ad94-e60452cc6969,Beal,Access Unicore 10.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,27 kN,,,10.5,10.5,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/access-10-5mm-unicore,,,
ca2e0bed-d634-4821-9210-a4c9eb25e92a,Beal,Access Unicore 11mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,30 kN,,,11,11,TIP label / serial number on product,,,https://int.beal-planet.com/products/access-11mm-unicore,,,
6fa89c2a-4389-4c49-b4b4-ce34323701e9,Beal,Air Smith 3-Matic,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,52 kN,,,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/air-smith-3-matic,,,
3df848dd-9eda-4c39-9a1d-632c82bd5cba,Beal,Air Smith Screw-Lock,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,52 kN,,,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/air-smith,,,
74128aaa-1964-4d96-8550-b4f38c58ee56,Beal,Air Top,ppe,Harnesses,Polyamide,CE EN 361 (in combination with sit harness),,10,,,,,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/air-top,,,
4d2895d1-fba4-434e-a9de-086aa9b32f55,Beal,Antipodes 11.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,,11.5,11.5,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/antipodes-11-5mm,,,
e2c231d0-22c7-439b-b5d9-98e6a6d33806,Beal,Bonsai 13mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,,13,13,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/bonsai-13mm,,,
86e65308-eae9-4627-a0e8-c70e3f67ee9c,Beal,Contract 10.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,27 kN,,,10.5,10.5,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/contract-10-5mm,,,
9204431a-7bfe-4901-88d3-b445e63c7c01,Beal,Dynapro Double 2m,ppe,Fall arrest lanyards,Polyester / Nylon,"CE EN 355, CE EN 362",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/dynapro-double,,,
04cb6c54-1d8b-4b4c-b9ce-37cf3a09ae5a,Beal,Dynapro Single 2m,ppe,Fall arrest lanyards,Polyester / Nylon,"CE EN 355, CE EN 362",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/dynapro-single,,,
ffececc8-6c1b-4360-9e44-0e3e17290a3a,Beal,Flat Sling 18mm 40cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
d6a9dfe1-563a-4408-b75b-6ca612716fed,Beal,Flat Sling 18mm 60cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
b0824e31-141c-436c-a474-c8238e0b6dbd,Beal,Flat Sling 18mm 80cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
28aa42e2-3ddb-4ccb-898f-cf0455846f10,Beal,Flat Sling 18mm 100cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
3eb2af6d-e6f8-4d62-9627-117e4380016c,Beal,Flat Sling 18mm 120cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
717d26c3-8196-44a6-ad13-89bf889e3368,Beal,Flat Sling 18mm 150cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
fb852c21-4227-4e58-8936-f9f6f305b4a8,Beal,Flat Sling 18mm 175cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,,22 kN,,,,,TIP label / serial number on product,,,https://us.beal-planet.com/products/flat-18mm,,,
f720f5a8-d64f-4ee3-bba5-d973a739f526,Beal,Hero Pro size L,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/hero-pro,,,
06d4790b-aafc-4b43-9b5d-8ae62bdf5185,Beal,Hero Pro size M,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/hero-pro,,,
eeb6b5c1-0d7f-4dd1-be19-40549d35656a,Beal,Hero Pro size S,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/hero-pro,,,
a7fb652b-2ef5-48e6-ae40-f5510c552d03,Beal,Hero Pro size XL,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/hero-pro,,,
e45b9502-2e29-4c37-b8fd-6ddc7cd0de40,Beal,Industrie 11mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,34 kN,,,11,11,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/industrie-11mm,,,
2cb60ac1-20f4-46e6-8b9b-32ab0d0c1c54,Beal,Industrie 12mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,,12,12,TIP label / serial number on product,,,https://us.beal-planet.com/products/industrie-12mm,,,
a2221839-d827-4519-af05-e2198ed591e4,Beal,Mobile Lanyard,ppe,Positioning lanyards,Polyamide,"CE EN 354, CE EN 362",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/mobile-lanyard,,,
125c01e8-dbb7-4231-bb71-09a0b014cd6b,Beal,Monitor,ppe,Mobile fall arresters,Aluminium,"CE EN 353-2, CE EN 12841 Type A",,10,,,,100,11,13,TIP label / serial number on product,,,https://us.beal-planet.com/products/monitor,,,
a726dc4d-5fe6-43a0-97ac-41396be353d6,Beal,O'Smith 3-Matic,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,,,,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/o-smith-3-matic,,,
c9607bdc-48a4-48e2-8054-5defffab7d81,Beal,O'Smith Screw-Lock,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,,,,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/osmith,,,
3c759803-c2a1-4e7d-9bbd-8386a62f0b18,Beal,Prusik Cord 10mm,ppe,hitch cord / prusik,Polyester,,,10,,,,,10,10,TIP label / serial number on product,,,https://www.beal-planet.com/en/collections/cordelettes,,,
77ad83ec-ca6b-4f70-9379-d7b4cd704e7c,Beal,Shaolin size L,ppe,Harnesses,Polyamide,"CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/shaolin,,,
c4fc71b2-fd4d-441e-86dc-65f7693aa366,Beal,Shaolin size M,ppe,Harnesses,Polyamide,"CE EN 358, CE EN 813",,10,,,,100,,,TIP label / serial number on product,,,https://www.beal-planet.com/en/products/shaolin,,,
