id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,inspection_notice_url,notes
,Teufelberger,hipSTAR Glide e2e 11.5 mm 3 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017",7350455,5,8,,,,11.5,11.5,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 11.5 mm, 3 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 11.5 mm 4 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017",7350456,5,8,,,,11.5,11.5,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 11.5 mm, 4 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 11.5 mm 5 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017",7350457,5,8,,,,11.5,11.5,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 11.5 mm, 5 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 11.5 mm 7 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017",7350458,5,8,,,,11.5,11.5,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 11.5 mm, 7 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 11.5 mm 10 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017",7350459,5,8,,,,11.5,11.5,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 11.5 mm, 10 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 12.9 mm 3 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017, AS 1891.5:2020",7350460,5,8,,,,12.9,12.9,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 12.9 mm, 3 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 12.9 mm 4 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017, AS 1891.5:2020",7350461,5,8,,,,12.9,12.9,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 12.9 mm, 4 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 12.9 mm 5 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017, AS 1891.5:2020",7350462,5,8,,,,12.9,12.9,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 12.9 mm, 5 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 12.9 mm 7 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017, AS 1891.5:2020",7350463,5,8,,,,12.9,12.9,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 12.9 mm, 7 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
,Teufelberger,hipSTAR Glide e2e 12.9 mm 10 m,ppe,Lanyards,Polyester / Aluminium,"EN 358:2018, EN 795B:2012, ANSI Z133-2017, AS 1891.5:2020",7350464,5,8,,,,12.9,12.9,,,https://a.storyblok.com/f/312698/86a6ebacd8/6801658_hipstar_glide_miniglide_04-25-pdf.pdf,https://www.teufelberger.com/en/products/hipstar-glide/,,,"Vervanglijn (eye-to-eye) voor de hipSTAR Glide 12.9 mm, 10 m. Alleen het door Teufelberger goedgekeurde vervangdeel gebruiken; na vervanging controleren of het goed gemonteerd is."
