id,brand,name,product_type,category,material,standard,manufacturer_code,max_age_use_years,max_age_mfr_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,interval_override_months,manual_url,product_page_url,recall_url,recall_date,inspection_notice_url,inspection_notice_date,notes
,Maillon Rapide,Grote Opening 7mm RVS,ppe,connectors,RVS,"EN 362:2004-Q, EN 12275:2013",MRGOI07.0 EN,999,999,40 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/large-opening-maillon-rapide?tab=tab-inox,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: roestvast staal (inox)."
,Maillon Rapide,Delta 8mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRDZ08.0 EN,999,999,27 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/delta-maillon-rapide?tab=tab-zingue,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Delta 10mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRDZ10.0 EN,999,999,45 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/delta-maillon-rapide?tab=tab-zingue,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Delta 12mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRDZ12.0 EN,999,999,55 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/delta-maillon-rapide?tab=tab-zingue,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Delta 7mm RVS,ppe,connectors,RVS,"EN 362:2004-Q, EN 12275:2013",MRDI07.0 EN,999,999,31 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/delta-maillon-rapide?tab=tab-inox,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: roestvast staal (inox)."
,Maillon Rapide,Peervorm 10mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRPZ10.0 EN,999,999,36 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/pear-shape-maillon-rapide,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Peervorm 12mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRPZ12.0 EN,999,999,44 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/pear-shape-maillon-rapide,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Vierkant 10mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRCZ10.0 EN,999,999,45 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/square-maillon-rapide,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Halve Maan 10mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRRDZ10.0 EN,999,999,45 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/half-moon-maillon-rapide?tab=tab-zingue,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue)."
,Maillon Rapide,Halve Maan 10mm RVS,ppe,connectors,RVS,"EN 362:2004-Q, EN 12275:2013",MRRDI10.0 EN,999,999,62 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/half-moon-maillon-rapide?tab=tab-inox,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: roestvast staal (inox)."
,Maillon Rapide,Halve Maan 10mm Zicral,ppe,connectors,Zicral (hoogwaardige aluminiumlegering),"EN 362:2004-Q, EN 12275:2013",MRRDZIC10.0 EN,999,999,25 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/half-moon-maillon-rapide?tab=tab-zicral,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: Zicral."
,Maillon Rapide,Grote Opening Twist 8mm verzinkt staal,ppe,connectors,Verzinkt staal,"EN 362:2004-Q, EN 12275:2013",MRGOZ08.0 EN Twist,999,999,32 kN,,,,,Lasergravure op de body van het maillon,,https://www.peguet.com/data/docs/notice-du-maillon-rapide-dec2018.pdf,https://www.peguet.com/ppe-certified-maillon-rapide-quick-links/large-opening-twist-maillon-rapide,,,,,"Fabrikant: Peguet (Frankrijk) — merknaam Maillon Rapide. Schroefsluiting (moer met sleutel/hand vast te draaien, geen veergeladen gate); ""screwgate"" is hier niet van toepassing zoals bij een karabiner. Individuele lasergravure-markering (naast standaardmarkering) op elk EN 362/EN 12275-gecertificeerd exemplaar voor productcontrole. Breekkracht (BL) en toegestane belasting staan ingegraveerd op het product zelf. Materiaal: verzinkt staal (zingue), 90° gedraaide vorm voor soepelere oriëntatie. Vorm met 90°-twist, bedoeld voor soepelere oriëntatie van het aangesloten onderdeel."
