brand,name,product_type,category,material,standard,max_age_mfr_years,max_age_use_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,inspection_interval_years,manufacturer_code,manual_url,product_page_url,recall_url,inspection_notice_url
Climbing Technology,WORK TEC 140 size L-XL,ppe,Harnesses,,EN 361:2002,12,10,,,140,,,,,7H165DEO1,https://www.climbingtechnology.com/wp-content/uploads/2020/06/IST52-WO140CTS1-S2_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/work_tec_140,,
Climbing Technology,WAIST TEC size S-M,ppe,Harnesses,,EN 358:2018,12,10,,,140,,,,,7H166BCO1,https://www.climbingtechnology.com/wp-content/uploads/2020/06/IST52-WO140CTS1-S2_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/waist_tec,,
Climbing Technology,WAIST TEC size L-XL,ppe,Harnesses,,EN 358:2018,12,10,,,140,,,,,7H166DEO1,https://www.climbingtechnology.com/wp-content/uploads/2020/06/IST52-WO140CTS1-S2_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/waist_tec,,
Climbing Technology,WORK TEC size S-M,ppe,Harnesses,,EN 361:2002,12,10,,,,,,,,7H144BCO1,https://www.climbingtechnology.com/wp-content/uploads/2020/02/IST52-WORKECTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/work_tec,,
Climbing Technology,WORK TEC size L-XL,ppe,Harnesses,,EN 361:2002,12,10,,,,,,,,7H144DEO1,https://www.climbingtechnology.com/wp-content/uploads/2020/02/IST52-WORKECTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/work_tec,,
Climbing Technology,WORK TEC QR size S-M,ppe,Harnesses,,EN 361:2002,12,10,,,,,,,,7H142BCO1,https://www.climbingtechnology.com/wp-content/uploads/2020/02/IST52-WORKECTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/work_tec_qr,,
Climbing Technology,WORK TEC QR size L-XL,ppe,Harnesses,,EN 361:2002,12,10,,,,,,,,7H142DEO1,https://www.climbingtechnology.com/wp-content/uploads/2020/02/IST52-WORKECTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/work_tec_qr,,
Climbing Technology,SEAT TEC,no_ppe,Harnesses,,,,,,,140,,,,,7H158AF,https://www.climbingtechnology.com/wp-content/uploads/2017/05/IST52-7H158CT_rev-4_11-22.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/seat_tec,,
Climbing Technology,ASCENT PRO size XS-S yellow,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153AB02,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,ASCENT PRO size XS-S black,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153AB03,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,ASCENT PRO size M-L yellow,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153CD02,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,ASCENT PRO size M-L black,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153CD03,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,ASCENT PRO size L-XL yellow,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153DE02,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,ASCENT PRO size L-XL black,ppe,Harnesses,,EN 12277:2015-C,12,10,,,,,,,,7H153DE03,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/ascent_pro,,
Climbing Technology,AIR TOP size XS-S yellow,ppe,Harnesses,,EN 361:2002 (in combination with ASCENT PRO),12,10,,,,,,,,7H152AB02AA,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_top,,
Climbing Technology,AIR TOP size XS-S black,ppe,Harnesses,,EN 361:2002 (in combination with ASCENT PRO),12,10,,,,,,,,7H152AB03AB,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_top,,
Climbing Technology,AIR TOP size M-XL yellow,ppe,Harnesses,,EN 361:2002 (in combination with ASCENT PRO),12,10,,,,,,,,7H152CE02AA,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_top,,
Climbing Technology,AIR TOP size M-XL black,ppe,Harnesses,,EN 361:2002 (in combination with ASCENT PRO),12,10,,,,,,,,7H152CE03AB,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_top,,
Climbing Technology,AIR ASCENT size XS-S yellow,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151AB02AA,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
Climbing Technology,AIR ASCENT size XS-S black,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151AB03AB,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
Climbing Technology,AIR ASCENT size M-L yellow,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151CD02AA,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
Climbing Technology,AIR ASCENT size M-L black,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151CD03AB,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
Climbing Technology,AIR ASCENT size L-XL yellow,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151DE02AA,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
Climbing Technology,AIR ASCENT size L-XL black,ppe,Harnesses,,"EN 361:2002, EN 12277:2015-C",12,10,,,,,,,,7H151DE03AB,https://www.climbingtechnology.com/wp-content/uploads/2016/07/IST52-AIRASCTS_rev-0_12-21.pdf,https://www.climbingtechnology.com/en/professional-en/harnesses_/air_ascent,,
