brand,name,product_type,category,material,standard,max_age_mfr_years,max_age_use_years,breaking_strength,working_load_limit,max_user_weight_kg,rope_diameter_min_mm,rope_diameter_max_mm,serial_number_location,inspection_interval_years,manufacturer_code,manual_url,product_page_url,recall_url,inspection_notice_url
At Height,K10 Steel Oval Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K10TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/steel-karabiner-screwgate-2/,,
At Height,K15 Aluminium Oval Karabiner - screwgate,ppe,Karabiner,Aluminium,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K15SG,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,
At Height,K15 Aluminium Oval Karabiner - double action,ppe,Karabiner,Aluminium,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K15DA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,
At Height,K15 Aluminium Oval Karabiner - triple action,ppe,Karabiner,Aluminium,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K15TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,,,
At Height,K20 Steel Offset Oval Karabiner - screwgate,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",UNL,UNL,36 kN,,,,,,,K20SG,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,
At Height,K20 Steel Offset Oval Karabiner - double action,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",UNL,UNL,36 kN,,,,,,,K20DA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,
At Height,K20 Steel Offset Oval Karabiner - triple action,ppe,Karabiner,Steel,"EN 362:2004/B, ANSI (TA version)",UNL,UNL,36 kN,,,,,,,K20TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k20-steel-offset-oval-karabiner/,,
At Height,K25 CurlyWirly Twisted Aluminium Karabiner - screwgate,ppe,Karabiner,Aluminium,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K25SG,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k25-curlywirly-twisted-aluminium-karabiner/,,
At Height,K25 CurlyWirly Twisted Aluminium Karabiner - triple action,ppe,Karabiner,Aluminium,EN 362:2004/B,UNL,UNL,25 kN,,,,,,,K25TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k25-curlywirly-twisted-aluminium-karabiner/,,
At Height,K30 Steel Modified HMS Karabiner - screwgate,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,50 kN,,,,,,,K30SG,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,
At Height,K30 Steel Modified HMS Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,50 kN,,,,,,,K30TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,
At Height,K50 Steel Large D Karabiner - screwgate,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,65 kN,,,,,,,K50SG,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,
At Height,K50 Steel Large D Karabiner - double action,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,65 kN,,,,,,,K50DA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,
At Height,K50 Steel Large D Karabiner - triple action,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,65 kN,,,,,,,K50TA,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k50-steel-large-d-shape-karabiner/,,
At Height,The Choker K30 Steel Modified HMS Karabiner - triple action - Green,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,50 kN,,,,,,,K30TA-PC01,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,
At Height,The Choker K30 Steel Modified HMS Karabiner - triple action - Red,ppe,Karabiner,Steel,EN 362:2004/B,UNL,UNL,50 kN,,,,,,,K30TA-PC02,https://atheightuk.com/wp-content/uploads/2020/08/Karabiner-UIM-Final.pdf,https://atheightuk.com/product/k30-steel-modified-hms-karabiner/,,
ASAT,RD2 Rescue Descender/PCP,ppe,Descenders,Aluminium / Stainless steel,EN 12841:2006-C,UNL,UNL,,150 kg (200 kg rescue),,10.5,11,,,RD2,https://atheightuk.com/wp-content/uploads/2022/05/RD2-instruction-manual-EN.pdf,https://atheightuk.com/product/rd2-rescue-descender-pcp/,,
At Height,Rope Grab 9-13mm - bolted axle,ppe,Rope Grabs,,EN 567,,,,,,9,13,,,RG20,,https://atheightuk.com/product/rope-grabs/,,
At Height,Rope Grab 9-13mm - removable axle,ppe,Rope Grabs,,EN 567,,,,,,9,13,,,RG21,,https://atheightuk.com/product/rope-grabs/,,
At Height,Blocker Rope Grab,ppe,Rope Grabs,,EN 353-2 / EN 358,,,,,,10.5,13,,,BRG01,,,,
At Height,PulleyOne P36,ppe,Pulleys,Aluminium,EN 12278:2007,,,36 kN,,,,11.5,,,P36,,https://atheightuk.com/product/pulleyone/,,
At Height,PulleyOne P36B - premium bearing,ppe,Pulleys,Aluminium,EN 12278:2007,,,36 kN,,,,11.5,,,P36B,,https://atheightuk.com/product/pulleyone/,,
At Height,Drill Winch DW2,no ppe,Powered Winch - NOT PPE,,Machinery Directive 2006/42/EC,,,,200 kg (with 11 mm rope),,8,11,,,DW2,,https://atheightuk.com/product/drill-winch/,,
At Height,Drill Winch DW3 (Pro),no ppe,Powered Winch - NOT PPE,,Machinery Directive 2006/42/EC,,,,200 kg,,10.5,11,,,DW3,,https://atheightuk.com/product/drill-winch/,,
At Height,Wire Anchor Sling 0.5 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG050,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Wire Anchor Sling 1 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG100,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Wire Anchor Sling 1.5 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG150,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Wire Anchor Sling 2 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG200,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Wire Anchor Sling 3 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG300,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Wire Anchor Sling 4 m (galvanised),rigging,Rigging & Anchors,Galvanised steel,,,,,,,,,,,WASG400,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,"Wire Anchor Sling 1 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,,,,,,,,,,WASS100T,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,"Wire Anchor Sling 1.5 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,,,,,,,,,,WASS150T,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,"Wire Anchor Sling 2 m (stainless, thimble eye)",rigging,Rigging & Anchors,Stainless steel,,,,,,,,,,,WASS200T,,https://atheightuk.com/product/wire-anchor-sling/,,
At Height,Work Seat WS01,no ppe,Work Seat - NOT PPE,,,,,,,,,,,,WS01,,,,
At Height,Beam Trolley CT100.2,rigging,Rigging & Anchors,,,,,,,,,,,,CT100.2,,,,
Beal,Industrie 11mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,34 kN,,,11,11,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/industrie-11mm,,
Beal,Industrie 12mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,12,12,TIP label / serial number on product,,,,https://us.beal-planet.com/products/industrie-12mm,,
Beal,Antipodes 11.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,11.5,11.5,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/antipodes-11-5mm,,
Beal,Contract 10.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,27 kN,,,10.5,10.5,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/contract-10-5mm,,
Beal,Access Unicore 10.5mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,27 kN,,,10.5,10.5,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/access-10-5mm-unicore,,
Beal,Access Unicore 11mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,30 kN,,,11,11,TIP label / serial number on product,,,,https://int.beal-planet.com/products/access-11mm-unicore,,
Beal,Bonsai 13mm,ppe,climbing line,Polyamide,CE EN 1891 Type A,,10,,,,13,13,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/bonsai-13mm,,
Beal,Prusik Cord 10mm,Prusik cord,hitch cord / prusik,Polyester,,,10,,,,10,10,TIP label / serial number on product,,,,https://www.beal-planet.com/en/collections/cordelettes,,
Beal,Hero Pro size S,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/hero-pro,,
Beal,Hero Pro size M,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/hero-pro,,
Beal,Hero Pro size L,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/hero-pro,,
Beal,Hero Pro size XL,ppe,Harnesses,Polyamide,"CE EN 361, CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/hero-pro,,
Beal,Shaolin size S,ppe,Harnesses,Polyamide,"CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/shaolin,,
Beal,Shaolin size M,ppe,Harnesses,Polyamide,"CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/shaolin,,
Beal,Shaolin size L,ppe,Harnesses,Polyamide,"CE EN 358, CE EN 813",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/shaolin,,
Beal,Air Top,ppe,Harnesses,Polyamide,CE EN 361 (in combination with sit harness),,10,,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/air-top,,
Beal,Ypsilon,ppe,Harnesses,Polyamide,CE EN 361 (in combination with sit harness),,10,,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/ypsilon,,
Beal,Air Smith Screw-Lock,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,52 kN,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/air-smith,,
Beal,Air Smith 3-Matic,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,52 kN,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/air-smith-3-matic,,
Beal,O'Smith Screw-Lock,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/osmith,,
Beal,O'Smith 3-Matic,ppe,Connectors,Steel,"CE EN 362, CE EN 12275",,10,,,,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/o-smith-3-matic,,
Beal,Monitor,ppe,Mobile fall arresters,Aluminium,"CE EN 353-2, CE EN 12841 Type A",,10,,,100,11,13,TIP label / serial number on product,,,,https://us.beal-planet.com/products/monitor,,
Beal,Dynapro Single 2m,ppe,Fall arrest lanyards,Polyester / Nylon,"CE EN 355, CE EN 362",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/dynapro-single,,
Beal,Dynapro Double 2m,ppe,Fall arrest lanyards,Polyester / Nylon,"CE EN 355, CE EN 362",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/dynapro-double,,
Beal,Mobile Lanyard,ppe,Positioning lanyards,Polyamide,"CE EN 354, CE EN 362",,10,,,100,,,TIP label / serial number on product,,,,https://www.beal-planet.com/en/products/mobile-lanyard,,
Beal,Flat Sling 18mm 40cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 60cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 80cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 100cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 120cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 150cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
Beal,Flat Sling 18mm 175cm,ppe,Slings,Polyamide,"CE EN 566, CE EN 795B, CE EN 354",,10,22 kN,,,,,TIP label / serial number on product,,,,https://us.beal-planet.com/products/flat-18mm,,
CAMP,GT XT Harness,ppe,Harnesses,Polyamide / Aluminium,"EN 361, EN 358, EN 813",12,10,15,,140,,,CE label on product,,216901,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp,,
CAMP,Gravity Harness,ppe,Harnesses,Polyamide / Aluminium,"EN 358, EN 361",12,10,15,,150,,,CE label on product,,126501,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp,,
CAMP,Gravity Harness,ppe,Harnesses,Polyamide / Aluminium,"EN 358, EN 361",12,10,15,,150,,,CE label on product,,126502,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp,,
CAMP,Swifty Vest Harness,ppe,Harnesses,Polyester / Steel,"EN 361, EN 358",12,10,15,,120,,,CE label on product,,216801,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp,,
CAMP,Orbital Fall Arrest Harness,ppe,Harnesses,Polyester / Steel,"EN 358, EN 361",12,10,15,,,,,CE label on product,,2120-1,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp-orbital,,
CAMP,Orbital Fall Arrest Harness,ppe,Harnesses,Polyester / Steel,"EN 358, EN 361",12,10,15,,,,,CE label on product,,2120-2,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.safetypro.nl/camp-orbital,,
CAMP,Empire Full Body Harness,ppe,Harnesses,Polyamide,EN 361,12,10,15,,,,,CE label on product,,0922I,https://www.manualslib.com/manual/1742575/Camp-Safety-Swifty-Vest.html,https://www.poelonline.nl/nl/product/details/0100092203/camp-empire-fullharnas-valbescherming/viking/klimgordels1,,
CAMP,Shock Absorber Rewind Y MGO Aluminium,ppe,Energy Absorbers,Polyamide / Aluminium,EN 355,12,10,22,6 kN,130,,,,,7030201,,https://www.safetypro.nl/camp-shock-absorber-rewind-y-mgo-aluminium,,
CAMP,Retexo Rewind Single,ppe,Energy Absorbers,Polyamide / Aluminium,EN 355,12,10,,6 kN,130,,,,,7050101,,https://www.safetypro.nl/camp-retexo-rewind-enkel,,
CAMP,Retexo Rewind Double,ppe,Energy Absorbers,Polyamide / Aluminium,EN 355,12,10,,6 kN,130,,,,,7050201,,https://www.safetypro.nl/camp-retexo-rewind-dubbel,,
CAMP,Shock Absorber Rope Adjustable Single,ppe,Energy Absorbers,Polyamide / Steel,EN 355,12,10,,6 kN,,,,,,5130101,,https://www.safetypro.nl/camp-shock-absorber-rope-adjustable-single,,
CMI,RP130,rigging,Arborist Pulleys,stainless steel/aluminum,,unl,,124.6 (28000 lbs),,,,15.9,,,RP130,,https://cmigearusa.com/products/rp130,,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
CMI,RP131,rigging,Arborist Pulleys,stainless steel/aluminum,,unl,,177.9 (40000 lbs),,,,19.1,,,RP131,,https://cmigearusa.com/products/rp131,,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
CMI,RP145,rigging,Arborist Pulleys,zinc-plated steel/aluminum/stainless steel,,unl,,111.2 (25000 lbs),,,,19.1,,,RP145,,https://cmigearusa.com/products/rp145,,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
CMI,RP146,rigging,Arborist Pulleys,aluminum/stainless steel,,unl,,302.5 (68000 lbs),60.5 kN (13600 lbs),,,25.4,,,RP146,,https://cmigearusa.com/products/rp146,,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
CMI,RP160,rigging,Arborist Pulleys,7075 aluminum/bronze/stainless steel,,unl,,226.9 (51000 lbs),,,,19.1,,,RP160,,https://cmigearusa.com/products/rp160,https://cdn.shopify.com/s/files/1/0393/0605/files/RecallNotice2023.pdf?v=1693251172,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
CMI,RP162,rigging,Arborist Pulleys,aluminum/stainless steel,,unl,,97.4 (21900 lbs),,,,12.7,,,RP162,,https://cmigearusa.com/products/rp162,https://cdn.shopify.com/s/files/1/0393/0605/files/RecallNotice2023.pdf?v=1693251172,https://cdn.shopify.com/s/files/1/0393/0605/files/CMI_INSPECTION_INSTRUCTIONS.pdf?v=1729017671
